Country Name,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Azerbaijan,CO2 emissions from liquid fuel consumption (% of total),36.03226087,35.96382003,37.87405397,37.97839121,35.2427582,36.08866024,37.48962952,,,,,,
Azerbaijan,CO2 emissions from liquid fuel consumption (kt),8701.791,10271.267,11650.059,11921.417,11499.712,11609.722,12244.113,,,,,,
Azerbaijan,CO2 emissions (kt),24311.9,27282.1,30110.6,30939.6,32243.4,31773.3,32239.4,31957,32728.1,35521,34305,,
Azerbaijan,CO2 emissions (kg per 2015 US$ of GDP),0.514862303,0.577186165,0.623525714,0.605513397,0.614137929,0.598635042,0.626849069,0.620117969,0.625695547,0.662527011,0.668596181,,
Azerbaijan,CO2 emissions from gaseous fuel consumption (% of total),74.46363561,66.66338936,64.53013979,63.50370182,64.97883543,68.23332919,65.90719535,,,,,,
Azerbaijan,CO2 emissions from gaseous fuel consumption (kt),17982.968,19039.064,19849.471,19933.812,21202.594,21950.662,21525.29,,,,,,
Azerbaijan,CO2 intensity (kg per kg of oil equivalent energy use),2.084503259,2.273673732,2.246610656,2.261462694,2.278244047,,,,,,,,
Azerbaijan,Energy use (kg of oil equivalent per capita),1279.552594,1369.350999,1472.897391,1474.003433,1502.078168,,,,,,,,
Azerbaijan,Electric power consumption (kWh per capita),1603.431374,1705.424633,2052.650965,2092.536521,2202.393918,,,,,,,,
Azerbaijan,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",90.86287143,98.41649209,105.0009387,100.6029361,101.0279697,,,,,,,,
Azerbaijan,Renewable energy consumption (% of total final energy consumption),4.45,3.55,2.84,2.52,2.12,2.33,1.94,1.91,1.93,1.62,1.23,,
Azerbaijan,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0.005344735,0,0,0.295452599,0.372047881,0.409105638,,,,,,,
Azerbaijan,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1000000,0,0,69000000,92000000,101000000,,,,,,,
Azerbaijan,Renewable electricity output (% of total electricity output),18.42330305,13.1861634,7.921524274,6.67123405,5.629246199,7.039857421,,,,,,,
Azerbaijan,Electricity production from oil sources (% of total),0.122928915,1.665516902,2.188098138,0.077074591,0.15771595,6.509235256,,,,,,,
Azerbaijan,Electricity production from nuclear sources (% of total),0,0,0,0,0,,,,,,,,
Azerbaijan,Electricity production from natural gas sources (% of total),81.45376804,85.1483197,89.89037759,92.9648026,93.86120996,86.08230719,,,,,,,
Azerbaijan,Electricity production from hydroelectric sources (% of total),18.41795831,13.1861634,7.921524274,6.375781451,5.257198318,6.630751782,,,,,,,
Azerbaijan,Electricity production from coal sources (% of total),0,0,0,0,0,0,,,,,,,
Azerbaijan,Access to electricity (% of population),99.94766235,99.9,100,100,100,100,100,100,100,100,100,100,
Azerbaijan,"Foreign direct investment, net inflows (% of GDP)",6.337255133,6.800503469,7.596522058,3.532116326,5.888465521,7.626067026,11.88281397,7.016695177,2.977975308,3.121830561,1.187903872,-3.114734473,-5.683969534
Azerbaijan,Cereal yield (kg per hectare),2020.6,2484.4,2659.7,2692.3,2343.6,3083.6,3005.1,2942.2,3013.7,3239,3227.3,3297.4,
Azerbaijan,Average precipitation in depth (mm per year),447,447,447,447,447,447,447,447,447,447,447,,
Azerbaijan,Agricultural irrigated land (% of total agricultural land),29.47679785,29.45456833,29.52624625,29.65113841,29.72304338,30.00125791,29.81143935,29.92987964,29.98849252,30.01443605,30.64580239,30.73463582,
Azerbaijan,Forest area (% of land area),12.49146583,12.60099567,12.71082654,12.82050351,12.92970858,13.03953401,13.15441152,13.27314606,13.41393036,13.55336705,13.69418968,13.83299093,
Azerbaijan,Forest area (sq. km),10324.946,10415.731,10506.515,10597.3,10688.085,10778.87,10874.752,10971.848,11087.15,11202.4,11317.7,11432.967,
Azerbaijan,Land area where elevation is below 5 meters (% of total land area),,,,,,0,,,,,,,
Azerbaijan,Urban land area where elevation is below 5 meters (% of total land area),,,,,,0,,,,,,,
Azerbaijan,Urban land area where elevation is below 5 meters (sq. km),,,,,,0,,,,,,,
Azerbaijan,Rural land area where elevation is below 5 meters (% of total land area),,,,,,0,,,,,,,
Azerbaijan,Rural land area where elevation is below 5 meters (sq. km),,,,,,0,,,,,,,
Azerbaijan,Arable land (% of land area),22.79447348,22.81327881,22.94756708,23.29207951,23.30546919,23.44095907,24.18047659,25.33812393,25.38171171,25.35872432,25.21961135,25.27525711,
Azerbaijan,Agricultural land (% of land area),57.67034456,57.69193544,57.68709623,57.70454518,57.70054317,57.7017529,57.73557518,57.79560136,57.8253926,57.82781233,57.83824989,57.8415003,
Azerbaijan,Agricultural land (sq. km),47668,47687,47683,47698,47697,47698,47730,47775,47795,47797,47801,47806,
Burundi,Urban population (% of total population),10.642,10.915,11.194,11.482,11.776,12.078,12.388,12.706,13.032,13.366,13.708,14.058,14.417
Burundi,Urban population,971253,1032093,1096506,1165374,1235881,1295625,1350704,1417430,1497829,1587191,1675149,1764450,1858290
Burundi,Urban population growth (annual %),7.210724872,6.075706778,6.053998154,6.091330472,5.874201054,4.720912812,4.16327338,4.821943468,5.517135369,5.794906079,5.393632938,5.193691055,5.181768293
Burundi,"Population, total",9126605,9455733,9795479,10149577,10494913,10727148,10903327,11155593,11493472,11874838,12220227,12551213,12889576
Burundi,Population growth (annual %),4.679477609,3.542744981,3.529972848,3.551107704,3.345863383,2.18870609,1.629024754,2.287301447,2.983823553,3.26424857,2.867082195,2.672478462,2.66016084
Burundi,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,65.1,,,,,,,,,
Burundi,"Prevalence of underweight, weight for age (% of children under 5)",29.1,,,,,,29.3,,29.6,27,27.7,,27.6
Burundi,"Community health workers (per 1,000 people)",,,,,,,,,,,,,
Burundi,"Mortality rate, under-5 (per 1,000 live births)",91,85.6,80.5,75.7,71.6,67.9,64.6,61.7,59.1,56.7,54.6,52.6,
Burundi,"Primary completion rate, total (% of relevant age group)",54.75466919,59.59209061,64.55486298,71.30126953,69.08946991,62.09434128,64.03182983,63.27708817,57.22309113,53.33037949,49.19591904,49.04724121,47.14854813
Burundi,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.938820004,0.954140007,0.96371001,0.972280025,0.992950022,1.004040003,1.013820052,1.021489978,1.03429997,1.042940021,1.057250023,,
Burundi,"Agriculture, forestry, and fishing, value added (% of GDP)",38.43054529,36.704576,35.42003257,38.36740004,34.95819234,30.6846973,31.54433613,28.54664701,29.01190049,28.84439,28.62495,28.66022,27.56671378
Burundi,CPIA public sector management and institutions cluster average (1=low to 6=high),2.6,2.7,2.7,2.7,2.8,2.5,2.4,2.3,2.3,2.3,2.3,2.3,2.5
Burundi,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,166,,,
Burundi,Terrestrial and marine protected areas (% of total territorial area),,,,,,,7.592545634,7.591471706,7.591471706,7.591471712,7.591471712,7.591471712,7.591471712
Burundi,Marine protected areas (% of territorial waters),,,,,,,,,,,,,
Burundi,Terrestrial protected areas (% of total land area),,,,,,,7.59,7.591471706,7.591471706,7.591472,7.591472,7.591471672,7.5914717
Burundi,"Annual freshwater withdrawals, total (% of internal resources)",2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,2.784294235,,
Burundi,"Annual freshwater withdrawals, total (billion cubic meters)",0.2801,0.2801,0.2801,0.2801,0.2801,0.2801,0.2801,0.2801,0.2801,0.2801,0.2801,,
Burundi,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,,,,,,,
Burundi,Population living in areas where elevation is below 5 meters (% of total population),,,,,,0,,,,,,,
Burundi,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,0,,,,,,,
Burundi,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,0,,,,,,,
Burundi,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
Burundi,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
Burundi,Disaster risk reduction progress score (1-5 scale; 5=best),,3.25,,,,,,,,,,,
Burundi,SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Burundi,PFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Burundi,Nitrous oxide emissions (% change from 1990),15.04566273,16.19611936,17.34657599,,,,,,,,,,
Burundi,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),1152.237465,1225.507797,1268.382129,1419.788062,1427.498394,1406.123927,1552.674544,1766.27516,1824.647577,1684.611594,1636.389411,,
Burundi,Methane emissions (% change from 1990),55.29616704,56.84912871,58.40209039,,,,,,,,,,
Burundi,Methane emissions (kt of CO2 equivalent),926.155426,1008.178617,1009.981808,1207.307499,1168.25069,1161.346382,1324.809409,1608.234937,1607.025465,1364.913493,1258.19152,,
Burundi,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Burundi,Total greenhouse gas emissions (% change from 1990),115.8311087,119.7973667,123.4550193,,,,,,,,,,
Burundi,Total greenhouse gas emissions (kt of CO2 equivalent),2560.792699,2782.874151,2863.239604,3244.959156,3242.800609,3247.309761,3668.841788,4289.286314,4518.56764,4215.238066,4102.678292,,
Burundi,Other greenhouse gas emissions (% change from 1990),636.0482655,636.0482655,636.0482655,,,,,,,,,,
Burundi,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-446.8649225,-407.8543434,-388.1126289,-350.0115204,-377.4006042,-343.7416954,-293.6178551,,,,,,
Burundi,CO2 emissions from solid fuel consumption (% of total),5.7296875,2.973243243,7.522051282,5.366341463,3.761025641,1.788780488,3.188695652,,,,,,
Burundi,CO2 emissions from solid fuel consumption (kt),18.335,11.001,29.336,22.002,14.668,7.334,14.668,,,,,,
Burundi,CO2 emissions (kg per 2017 PPP $ of GDP),0.044040143,0.047046874,0.045658196,0.043778275,0.041813922,0.043749391,0.053036954,0.063172491,0.078128664,0.081642771,0.082074351,,
Burundi,CO2 emissions (kg per PPP $ of GDP),0.056196472,0.058811218,0.05702935,0.051830843,0.047689841,0.042900211,0.052881243,0.063172491,0.076294499,0.078321083,0.077720914,,
Burundi,CO2 emissions (metric tons per capita),0.035423906,0.037998112,0.037180418,0.036100027,0.034759697,0.034193618,0.040538085,0.047429124,0.05785023,0.059571339,0.058384022,,
Burundi,CO2 emissions from liquid fuel consumption (% of total),91.675,107.0367568,83.68282051,82.28390244,84.62307692,84.96707317,93.26934783,,,,,,
Burundi,CO2 emissions from liquid fuel consumption (kt),293.36,396.036,326.363,337.364,330.03,348.365,429.039,,,,,,
Burundi,CO2 emissions (kt),323.3,359.3,364.2,366.4,364.8,366.8,442,529.1,664.9,707.4,713.466,,
Burundi,CO2 emissions (kg per 2015 US$ of GDP),0.118955307,0.127076686,0.123325776,0.118247987,0.112942139,0.118169968,0.143256284,0.170633031,0.211030633,0.220522468,0.221688194,,
Burundi,CO2 emissions from gaseous fuel consumption (% of total),0,0,0,0,0,0,0,,,,,,
Burundi,CO2 emissions from gaseous fuel consumption (kt),0,0,0,0,0,0,0,,,,,,
Burundi,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,,,,,
Burundi,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,
Burundi,Electric power consumption (kWh per capita),,,,,,,,,,,,,
Burundi,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,,,,,
Burundi,Renewable energy consumption (% of total final energy consumption),92.58,91.66,91.47,91.11,91.31,91.18,89.58,88.19,85.65,84.84,83.52,83.25,
